"Sepal.Length" "Sepal.Width" "Petal.Length" "Petal.Width" "Species"
"rubicunda.15" 6.09320493214909 2.71363760823684 4.56488741246566 1.3470101182943 "rubicunda"
"rubicunda.16" 6.40244190690339 3.65124884533976 4.82683919445584 1.34117610504779 "rubicunda"
"rubicunda.17" 5.82576254099343 2.12789007671877 5.00726581212223 0.923905510237693 "rubicunda"
"rubicunda.18" 6.62562926038488 3.1604153587385 3.26488842471839 0.962483160077924 "rubicunda"
"rubicunda.19" 5.41277400782568 2.58801025145757 4.47336140958142 1.30913310766348 "rubicunda"
"rubicunda.20" 5.24986040831072 3.34506366629772 5.08361623405542 1.19960160505273 "rubicunda"
"rubicunda.21" 5.23819607450706 2.37677282410321 4.04599434132544 1.33790672397667 "rubicunda"
"rubicunda.22" 6.35746753708009 2.81957560325889 4.15033894976213 0.866753174753666 "rubicunda"
"rubicunda.23" 5.88891903007312 2.39045903382698 4.24111383402895 0.999991244014122 "rubicunda"
"rubicunda.24" 6.38444934494545 3.08187413371086 4.44867895001649 1.08639656776617 "rubicunda"
"rubicunda.25" 5.78399943623937 3.28216826741222 4.60382251995586 1.54049522144069 "rubicunda"
"rubicunda.26" 5.59993061212905 3.4433462793065 4.9411843492213 1.08704772285369 "rubicunda"
"rubicunda.27" 5.72685373165033 3.04531432398482 4.21064226636568 1.15208337027713 "rubicunda"
"rubicunda.28" 4.88410591363747 3.40625524624918 4.36145652897459 1.34337478787549 "rubicunda"
"rubicunda.29" 5.27190618434951 3.20023830603247 5.54605126524169 1.25579364618611 "rubicunda"
"rubicunda.30" 5.11722965473166 2.72447966115134 4.48283593045737 1.35784982842832 "rubicunda"
"rubicunda.31" 6.53463181015054 2.93466283411909 4.35756687386849 1.82741540297873 "rubicunda"
"rubicunda.32" 5.59684298572205 2.43448883071586 3.56619174343488 1.08136727107231 "rubicunda"
"rubicunda.33" 6.38424603755313 2.70607225673152 4.26147629694212 1.25955181605259 "rubicunda"
"rubicunda.34" 6.7970455627256 3.19145000104432 4.14559605218425 1.21359037728505 "rubicunda"
"rubicunda.35" 5.82711251448414 2.95683946236569 4.25429038765184 1.65498827377101 "rubicunda"
"rubicunda.36" 6.09718311079104 2.92786976023374 3.96256542725607 1.15861552370289 "rubicunda"
"rubicunda.37" 4.94176441691976 2.41165984232897 3.90498356413465 1.30814380426358 "rubicunda"
"rubicunda.38" 5.47116891005819 2.5613352380472 3.88743061413287 1.49722355992938 "rubicunda"
"rubicunda.39" 5.96791813161676 2.50607470632299 4.14912217090072 1.09572697293763 "rubicunda"
"rubicunda.40" 6.10581803296348 2.90644749937351 4.96719060459193 1.68604699878586 "rubicunda"
"rubicunda.41" 5.50482266298727 2.42809840289268 4.80227505408545 1.47299721157701 "rubicunda"
"rubicunda.42" 7.4604314242692 2.96400441047059 4.07392811459984 1.09233004049546 "rubicunda"
"rubicunda.43" 5.67573145971211 2.38463744191742 3.38854628643305 1.42488337801294 "rubicunda"
"rubicunda.44" 5.97247673734891 3.40116877121016 3.8234330733096 1.2795997348377 "rubicunda"
"rubicunda.45" 6.30494419476354 2.92898607255171 4.02338263053138 1.39413601202805 "rubicunda"
"rubicunda.46" 5.92122692458804 2.52802886597199 4.31357069943073 1.30642788002184 "rubicunda"
"rubicunda.47" 5.57058999198785 2.85320379042368 3.91749692430404 1.55886715678684 "rubicunda"
"rubicunda.48" 6.52951228596032 2.6483408547142 5.2972574128811 1.03209790554919 "rubicunda"
"rubicunda.49" 6.85328767087487 2.89811216824769 4.11926434651383 1.21231626226582 "rubicunda"
"rubicunda.50" 5.91914011179256 2.85406217471825 3.63250958444218 1.27179406320589 "rubicunda"
"sylvestris.1" 5.89147110304417 3.09157512712359 6.10808427385229 2.00878834369339 "sylvestris"
"sylvestris.2" 5.86058519072088 2.90665260733868 6.03804515496651 1.7366192722697 "sylvestris"
"sylvestris.3" 6.57542340512865 3.14090555677375 4.98342376973105 2.20456870493504 "sylvestris"
"sylvestris.4" 6.49554778330587 2.63639520143523 4.70160412996749 2.0782975894494 "sylvestris"
"sylvestris.5" 4.80481744860204 3.38476445605063 5.64930195657194 2.44889563432935 "sylvestris"
"sylvestris.6" 7.31584736837451 3.18142202882466 5.38568178040507 2.06148630959815 "sylvestris"
"sylvestris.7" 6.76267504937126 2.6879138434208 4.95369481054823 1.92583503297044 "sylvestris"
"sylvestris.8" 8.27805865787467 2.99335256221335 5.6029529865106 2.11007708476499 "sylvestris"
"sylvestris.9" 7.06727393461672 3.22811599301575 4.75065101061069 1.66781490639308 "sylvestris"
"sylvestris.10" 6.27536646604773 3.17185300338907 5.64987796490801 1.773463816902 "sylvestris"
"sylvestris.11" 8.54468433923293 3.49971061192537 5.17261587152034 2.18016123449688 "sylvestris"
"sylvestris.12" 8.56905020536352 2.75654486078596 6.13307927438649 1.92535915853962 "sylvestris"
"sylvestris.13" 5.73555062853252 3.36994533686074 7.02386896637217 2.00607220465589 "sylvestris"
"sylvestris.14" 6.91607263432421 3.34171157336164 4.99592350547805 1.99118978620638 "sylvestris"
"sylvestris.15" 6.44023963482968 2.91635970982173 6.194091170311 1.82947034036734 "sylvestris"
"sylvestris.16" 6.71883620769151 2.6277936147082 6.05293533367228 1.4161237522169 "sylvestris"
"sylvestris.17" 6.74715875546438 2.58762977120363 5.50938619793359 2.13138829836372 "sylvestris"
"sylvestris.18" 5.70534157160981 3.13639823043018 5.27659846969581 2.25610276646532 "sylvestris"
"sylvestris.19" 6.78776064474086 2.94876805423989 6.50834436418642 1.63665941568733 "sylvestris"
"sylvestris.20" 7.81154177199208 3.60513009192592 4.33451831451131 2.47385618801066 "sylvestris"
"sylvestris.21" 6.4732243664014 3.16383821254045 5.16152662686483 2.14236107312987 "sylvestris"
"sylvestris.22" 6.47403805241428 2.84205393099165 4.67971509744027 2.43132973983091 "sylvestris"
"sylvestris.23" 7.56625573841036 2.61019267981124 6.39907269431731 1.73682438450148 "sylvestris"
"sylvestris.24" 7.21639901973723 2.76739515966106 5.43622696578623 2.07638713913822 "sylvestris"
"sylvestris.25" 5.43493136390997 3.09563838937559 5.23348042284953 1.99578427667431 "sylvestris"
"sylvestris.26" 6.74786818671779 2.81403260151753 7.48498298159497 2.25817766981587 "sylvestris"
"sylvestris.27" 7.74460263735163 3.15642123352366 5.52162316699403 1.85202415139726 "sylvestris"
"sylvestris.28" 7.57793988473326 2.85539481237826 5.28260681943395 2.0229493412201 "sylvestris"
"sylvestris.29" 6.88174252053117 2.93655301271677 5.7340434450605 1.48864028242269 "sylvestris"
"sylvestris.30" 7.09247055283681 2.71485439500357 4.59983424838219 1.79106885019649 "sylvestris"
"sylvestris.31" 5.75078265650737 3.64980716687595 5.84965497053682 2.0637746194156 "sylvestris"
"sylvestris.32" 6.79793229254508 3.0919963292006 5.49362084334649 1.81260963910002 "sylvestris"
"sylvestris.33" 5.92039393922071 3.05581643108165 5.83643418290068 2.0128370021276 "sylvestris"
"sylvestris.34" 6.26763122286079 2.37381806484417 4.95561834253483 1.88463251575036 "sylvestris"
"sylvestris.35" 7.24242441889862 3.20805873644802 4.93096270814545 2.20936273523076 "sylvestris"
"sylvestris.36" 5.79278015759547 2.61087331721529 5.13103893798647 2.37901791690975 "sylvestris"
"sylvestris.37" 6.77470065568295 2.6577360183536 5.08576569111333 1.77750993533229 "sylvestris"
"sylvestris.38" 6.88760436335013 3.29977813438501 6.34063266461666 1.93323963130941 "sylvestris"
"sylvestris.39" 6.62640914115227 2.81340611974277 6.51067426516753 2.46097356068624 "sylvestris"
"sylvestris.40" 7.86256195558771 2.35377139916722 5.45675337965791 1.36167216648745 "sylvestris"
"sylvestris.41" 5.87290121617241 3.60186693785998 5.33409529774678 1.92937218597407 "sylvestris"
"sylvestris.42" 7.01196845052429 2.13062368489182 5.35224573630508 2.64977826116456 "sylvestris"
"sylvestris.43" 6.52579595363379 3.17720277195487 5.59403236936089 2.68871659796379 "sylvestris"
"sylvestris.44" 6.40555630876583 3.33486540931477 5.61082902582369 2.07330980569762 "sylvestris"
"sylvestris.45" 6.91261675952671 2.75016648262772 5.72807528418477 1.7650907290322 "sylvestris"
"sylvestris.46" 5.8742628961608 3.13160918851025 5.09870303837983 2.0759871784154 "sylvestris"
"sylvestris.47" 5.66928370196018 3.12977988137223 5.03786261275639 1.82878702341845 "sylvestris"
"sylvestris.48" 6.24212667221718 3.3431572152615 6.27872689421123 2.46491798215239 "sylvestris"
"sylvestris.49" 7.81329728629228 3.14573246767173 5.21893701646204 1.78234944311527 "sylvestris"
"sylvestris.50" 6.62700565041961 2.88712838494961 5.7359742429126 2.13866220940881 "sylvestris"
"alpina.1" 5.24633983479435 3.86652872630247 1.3187795859501 0.229025518180878 "alpina"
"alpina.2" 4.71228402843484 3.68773339269623 1.40056346507207 0.0798155252328726 "alpina"
"alpina.3" 5.33616903550251 3.6088070434392 1.2427408988754 0.154349465786477 "alpina"
"alpina.4" 4.71599863834356 3.5889859393761 1.52969204045662 0.34860590751826 "alpina"
"alpina.5" 5.25036834446661 3.96644411907411 1.54314967070495 0.350688326130682 "alpina"
"alpina.6" 5.43121810763483 3.01008689263148 1.58585405133301 0.478494373712744 "alpina"
"alpina.7" 4.62274246980687 2.96717106663938 1.22897920647817 0.245584955798039 "alpina"
"alpina.8" 5.43561250797185 3.67482420214852 1.48248515116802 0.0725975505578179 "alpina"
"alpina.9" 4.8161891824802 3.37809290427584 1.28165628519625 0.156921910590179 "alpina"
"alpina.10" 5.1201321872024 3.45885801276492 1.46192652040341 0.293353682021308 "alpina"
"alpina.11" 5.08426019022252 3.73709102543311 1.71848197928996 0.466271686310852 "alpina"
"alpina.12" 4.84035944734102 3.7421020432619 1.36581136497638 0.258752713941965 "alpina"
"alpina.13" 5.1099538464652 3.31847406849926 1.59890829869742 0.378198371456143 "alpina"
"alpina.14" 4.52891436675555 3.29767833103207 1.31879051341762 0.335039171085467 "alpina"
"alpina.15" 4.95321447215584 3.45868847131893 1.37058656639916 0.110589973548598 "alpina"
"alpina.16" 5.32619102715313 3.87124738440086 1.54580918980462 0.226163911519754 "alpina"
"alpina.17" 4.16300783067312 3.60563810570558 1.33226891395891 0.397311331933415 "alpina"
"alpina.18" 4.42907349998352 4.02552229680048 1.13668195294977 0.347560695349663 "alpina"
"alpina.19" 4.55547189313719 3.42481564798562 1.7036856273477 0.299765172704445 "alpina"
"alpina.20" 4.38984849783221 3.89737052864365 1.53083918589985 0.301309062545724 "alpina"
"alpina.21" 5.16868856370981 3.79618618532995 1.35050712647376 0.189034259094249 "alpina"
"alpina.22" 4.62100329622605 3.68322093403439 1.08107033934539 0.0930513812472296 "alpina"
"alpina.23" 4.16672142242696 3.60091808795664 1.82537988614935 0.396171131511356 "alpina"
"alpina.24" 4.7587899439617 3.31129721127662 2.109663881009 0.081362265003817 "alpina"
"alpina.25" 4.85453561263241 3.38253454191683 1.50163506440595 0.137159290148809 "alpina"
"alpina.26" 5.33820884802718 3.52365122473969 1.62433890050644 0.318912231079731 "alpina"
"alpina.27" 4.57803263030265 3.44838524015128 1.6959282414984 0.0996811718503253 "alpina"
"alpina.28" 5.45627673517164 3.82129706682751 1.32793402105659 0.182024892359421 "alpina"
"alpina.29" 5.16046062393237 3.38241795103471 1.39491084514908 0.108884974545231 "alpina"
"alpina.30" 5.14649793857668 3.39865487828131 1.13206738420832 0.31794989432178 "alpina"
"alpina.31" 4.67544284244234 3.22605307969369 1.32129116850969 0.297738456337031 "alpina"
"alpina.32" 5.76351255789465 3.37031778958739 1.5808991873788 0.294906623756174 "alpina"
"alpina.33" 4.94230584835336 3.39932673470305 1.40646440941451 0.297292351871723 "alpina"
"alpina.34" 4.29841666349204 2.46323972947244 1.42107908576978 0.310598238552835 "alpina"
"alpina.35" 4.92695696577866 2.85890502715012 1.44049770428846 0.320116856803298 "alpina"
"alpina.36" 4.25594125603332 3.39777507473245 1.10598295808281 0.0177845857160538 "alpina"
"alpina.37" 4.88560322505072 3.31738441057446 1.62201277814512 0.228748590053566 "alpina"
"alpina.38" 4.84228626928388 2.92727254830956 1.18624898161842 0.25903727168668 "alpina"
"alpina.39" 5.27037172773346 2.59758672154379 1.42215675925322 0.3300074715983 "alpina"
"alpina.40" 5.39742069422916 3.28023838074901 1.37822104811555 0.108341687999544 "alpina"
"alpina.41" 4.72446103684164 3.700488656143 1.42024193657478 0.188084273496054 "alpina"
"alpina.42" 5.31855956916085 4.16738874159567 1.74089787275656 0.121538850699528 "alpina"
"alpina.43" 5.55826512815984 3.41196463973061 1.35080886331028 0.368559671225964 "alpina"
"alpina.44" 4.70195705750298 4.05061448651236 1.31240455608411 0.39427539984551 "alpina"
"alpina.45" 4.75303760780756 3.46261781598582 1.17169989536807 0.33731075353722 "alpina"
"alpina.46" 5.25833192784066 3.47617351463267 1.30808717631007 0.104293928973659 "alpina"
"alpina.47" 5.07697477383766 3.56344267271815 1.23922327339289 0.298392164213237 "alpina"
"alpina.48" 5.21878126557334 3.06499470435314 1.53993012346831 0.379364842114402 "alpina"
"alpina.49" 5.55065040038059 3.40643501508403 1.29713995702479 0.265468415159572 "alpina"
"alpina.50" 5.1560870885196 3.80679616917963 1.52008127039105 0.180374257729135 "alpina"
"maritima.1" 5.31931481208632 3.408776927673 3.83563027274087 1.3212590784446 "maritima"
"maritima.2" 5.55824888215801 2.96802011585056 4.10117809872049 1.16103867747038 "maritima"
"maritima.3" 6.3418825054538 3.06329646060357 3.7937036675651 1.10066434649864 "maritima"
"maritima.4" 5.69090789414031 3.23060006500396 4.58413313446117 1.53225114746595 "maritima"
"maritima.5" 6.06523709110152 2.59716270523254 4.83911383888975 1.52485507354214 "maritima"
"maritima.6" 6.67125502241034 2.94607466210059 5.35956109917535 1.04348949415261 "maritima"
"maritima.7" 6.26437179057015 3.06988845872157 4.44924528421155 1.4183142484389 "maritima"
"maritima.8" 6.71084518647803 3.24267029019182 3.80782369098876 1.08399029948761 "maritima"
"maritima.9" 4.96986296158408 3.03325051614382 4.78955318242961 1.09736219790573 "maritima"
"maritima.10" 5.77663530302117 2.91537080447414 4.7276717494932 1.44029189172766 "maritima"
"maritima.11" 5.9729448576843 2.47030802461442 4.13684875473037 1.17677060697758 "maritima"
"maritima.12" 6.26451620816128 3.02182829987906 3.45474156769563 1.54210966189509 "maritima"
"maritima.13" 5.2721382047118 2.94268085120913 4.6535226646197 1.33437995945663 "maritima"
"maritima.14" 6.39374229773992 2.98892933283712 4.84365708104108 1.44262738652765 "maritima"
"maritima.15" 6.11053247702964 2.91623301550896 4.10745814996999 1.21209655888819 "maritima"
"maritima.16" 6.08578595790916 2.70032991597363 4.53718502549378 1.07557718531015 "maritima"
"maritima.17" 6.22471169596204 2.74346757094107 4.11739164113867 1.5249841779183 "maritima"
"maritima.18" 5.86993304367994 3.00726307692805 4.61269016599112 1.37778720303813 "maritima"
"maritima.19" 6.46151421045505 2.82924344702301 4.19937218618989 1.27399608085167 "maritima"
"maritima.20" 6.30405725645473 2.48346465326956 4.08183633074973 1.34106061851295 "maritima"
"maritima.21" 5.85071288053973 2.66984341016123 4.31769686712665 1.61442212100832 "maritima"
"maritima.22" 6.52671385939717 2.31466661537089 4.11350720462984 1.17412924460554 "maritima"
"maritima.23" 6.10211138719138 2.43620171131797 3.95450200135427 1.16298271885831 "maritima"
"maritima.24" 6.31570919464416 2.72008341751447 4.09669154468306 1.19121640903156 "maritima"
"maritima.25" 5.59863290967944 2.14932392045715 4.25578613554751 0.981220101820468 "maritima"
"maritima.26" 6.8333506455686 2.18715202277192 4.36725466878232 1.50429202687835 "maritima"
"maritima.27" 5.93373512422122 3.15058142209827 5.05211294974217 1.36784577451472 "maritima"
"maritima.28" 6.4173951720045 2.57096374318961 3.5580481033836 1.37106569443577 "maritima"
"maritima.29" 5.87915501178891 2.13083646383838 4.15681649856685 1.3165707389573 "maritima"
"maritima.30" 5.77722942117651 2.73104207516574 4.58643561513763 1.21502584602369 "maritima"
"maritima.31" 6.38139482775364 3.22600425323294 5.17079226111948 1.14688343859614 "maritima"
"maritima.32" 5.03627326979537 2.99859571683106 4.4802077080004 1.51130257540317 "maritima"
"maritima.33" 6.2076106835457 2.92235583837185 4.25289083048602 1.0157649746235 "maritima"
"maritima.34" 6.15946236681395 3.17860323083741 4.10102319526014 1.42177732535451 "maritima"
"maritima.35" 4.40562362260649 2.50369455542836 4.47415674970208 1.15358481404583 "maritima"
"maritima.36" 6.14516032304347 3.02187276931698 4.77124609120905 1.38741036167093 "maritima"
"maritima.37" 4.70479785644208 2.56735086989791 4.16496325777938 1.16487911060123 "maritima"
"maritima.38" 6.31062918026432 2.77026378043924 4.344648610998 1.21215855766026 "maritima"
"maritima.39" 5.67827311032985 3.53438505482743 4.37213484642333 1.71088653720087 "maritima"
"maritima.40" 5.54142302795974 3.10462757679882 4.63696512234777 1.47137014678401 "maritima"
"maritima.41" 5.93211274942204 3.03509948619676 4.83447483846535 0.859424951627288 "maritima"
"maritima.42" 6.71560283394155 2.38742941546976 4.40429880552473 1.35349823347666 "maritima"
"maritima.43" 5.57527101432393 2.49860853517835 4.22062722182586 1.22771805909385 "maritima"
"maritima.44" 6.25288449915943 3.5584271140978 4.98090426691434 1.07875203772398 "maritima"
"maritima.45" 6.1297054331005 2.39261645864852 4.34504802679269 1.3716342942659 "maritima"
"maritima.46" 5.26628316783409 2.84403359520008 5.07559496182433 1.3542711320111 "maritima"
"maritima.47" 4.94746813507421 3.07809603221123 4.22799204978917 1.25454063936311 "maritima"
"maritima.48" 4.80463318851999 3.12165299801433 4.57733805405974 1.75511815902506 "maritima"
"maritima.49" 6.24900702628812 3.14593767529752 3.46082359755653 0.836847064066171 "maritima"
"maritima.50" 5.91627386527283 2.71369143612757 4.20190436197543 1.5083361432927 "maritima"
"fluvialis.1" 6.38583760036455 2.20682275770652 5.43509974502294 1.81406470243953 "fluvialis"
"fluvialis.2" 7.04720982854827 2.91007915506773 5.26679399298835 2.29253635044939 "fluvialis"
"fluvialis.3" 6.27044333944738 3.47427714861506 3.70169191597821 1.98570679684867 "fluvialis"
"fluvialis.4" 6.17261100792954 3.20226812067077 6.68643116452325 1.68742614660067 "fluvialis"
"fluvialis.5" 5.39164492072694 2.68266156870533 6.63893818586949 2.16533318652933 "fluvialis"
"fluvialis.6" 6.44149762047976 2.42559178449532 4.88355070997796 2.48646649837522 "fluvialis"
"fluvialis.7" 8.32180225919742 2.68078542828534 5.44994458527092 2.15725941648 "fluvialis"
"fluvialis.8" 7.28026458132492 2.98624856371763 6.38690786032334 2.08400620387712 "fluvialis"
"fluvialis.9" 7.76000835504404 3.28904086129304 6.15804606530246 1.82773906709598 "fluvialis"
"fluvialis.10" 7.22798855191672 2.28581340400644 6.32700462804803 2.19772175693983 "fluvialis"
"fluvialis.11" 7.38837463587167 3.33697703887307 4.90135941685073 1.70256451733232 "fluvialis"
"fluvialis.12" 7.21953275595165 2.97593610832437 7.11661865075524 1.52655878129568 "fluvialis"
"fluvialis.13" 6.92052158077219 3.17612698241928 4.86389440650077 2.01290247569331 "fluvialis"
"fluvialis.14" 6.18054002413214 2.3875137026982 6.00969067306576 2.01554878087839 "fluvialis"
"fluvialis.15" 6.21522944358783 2.73750682394629 5.63776641065597 2.74051889679322 "fluvialis"
"fluvialis.16" 5.46826436562818 2.81499057893261 5.30691385862513 1.65852315863538 "fluvialis"
"fluvialis.17" 6.58393069791062 3.34431659549188 5.32166267688606 2.07763337433812 "fluvialis"
"fluvialis.18" 7.2170701135101 3.33874094111551 4.95013869365255 2.26921866464919 "fluvialis"
"fluvialis.19" 7.30979634508796 3.12834673144944 6.53709106755992 2.3433999213967 "fluvialis"
"fluvialis.20" 6.65454223995783 3.54308833903823 5.60634206315343 2.02275997166081 "fluvialis"
"fluvialis.21" 6.20495225084459 2.79115978288615 5.70936711231154 1.80145112534458 "fluvialis"
"fluvialis.22" 8.88961018287179 3.33319382511853 5.67926477346374 2.00612564714329 "fluvialis"
"fluvialis.23" 7.10328762558095 2.96125040733834 5.32423977655919 2.61202950021781 "fluvialis"
"fluvialis.24" 7.58164633179047 2.73726285921923 4.86355365927436 2.17184272499883 "fluvialis"
"fluvialis.25" 6.35180334871139 3.30156565392916 5.70603322491147 1.40833268410144 "fluvialis"
"fluvialis.26" 6.56144987150155 3.46394023504589 4.28098464222829 2.45604844176834 "fluvialis"
"fluvialis.27" 6.90178610871275 3.28555608736267 4.69081047168523 2.1892939944813 "fluvialis"
"fluvialis.28" 7.76067295842091 2.79329100796807 4.89853661099659 2.0158574620967 "fluvialis"
"fluvialis.29" 6.37013366199202 2.80734457406289 4.8971511431029 2.02060313101506 "fluvialis"
"fluvialis.30" 7.18507646130737 3.46272541199524 5.61707263322766 1.98074626963743 "fluvialis"
"fluvialis.31" 5.12274513457744 3.09916386292108 6.52241647890589 2.10351048329032 "fluvialis"
"fluvialis.32" 6.23319198244647 3.26828830139121 4.63207070694688 1.8737742106887 "fluvialis"
"fluvialis.33" 5.68428157313696 2.85384672381844 5.81527784494433 2.10968927124844 "fluvialis"
"fluvialis.34" 7.36676109506794 3.42134748039091 6.09809937565727 1.74462331756198 "fluvialis"
"fluvialis.35" 6.47297040082279 2.68709710310936 4.95127066900488 2.08646738547269 "fluvialis"
"fluvialis.36" 6.31494599625954 3.1958411394712 5.51994631940206 2.36039225508346 "fluvialis"
"fluvialis.37" 7.54564091868812 2.68411020288599 6.05200113729295 2.1798388361901 "fluvialis"
"fluvialis.38" 7.36879664418905 2.10041061949348 5.39688446977125 2.33831134676685 "fluvialis"
"fluvialis.39" 5.959863306626 2.49759078935682 5.41802602726959 1.69643211726647 "fluvialis"
"fluvialis.40" 6.88727872492868 3.02235021789878 5.73881606216112 2.04255372543428 "fluvialis"
"fluvialis.41" 5.72874288415567 3.28721358037252 5.51556690419741 2.2124806129828 "fluvialis"
"fluvialis.42" 6.25532272303433 2.3527320623549 5.2146719291534 1.7033396440225 "fluvialis"
"fluvialis.43" 7.7187436034461 2.53006179743112 5.46784901662219 2.49905609426878 "fluvialis"
"fluvialis.44" 7.60231744907668 3.59996616697624 6.69504222362349 1.71336891443059 "fluvialis"
"fluvialis.45" 7.36372263467597 2.82007581021437 6.08239042104656 2.07570357968884 "fluvialis"
"fluvialis.46" 6.18867125585763 3.15339525171819 4.99676259952029 2.07187083377741 "fluvialis"
"fluvialis.47" 5.27199973409821 2.78707164335354 4.7962302244664 2.06275843072498 "fluvialis"
"fluvialis.48" 5.76563726862215 2.86807882565503 5.33346048191744 1.9624275640345 "fluvialis"
"fluvialis.49" 7.25428238099616 3.00494955966325 6.35867808010426 2.16193267998496 "fluvialis"
"fluvialis.50" 6.38475719179941 2.97788867319594 5.72968085828452 1.71446967642279 "fluvialis"
"desertorum.1" 4.50606366264787 2.33164805138446 1.75567628808458 0.260623491547955 "desertorum"
"desertorum.2" 4.7521984360409 4.04086881184992 1.37493387333357 0.300808986373566 "desertorum"
"desertorum.3" 4.9837732290214 4.37597183296403 1.45576124290955 0.206498435980061 "desertorum"
"desertorum.4" 5.49328971071423 3.23826429796689 1.77467040477683 0.21797062567899 "desertorum"
"desertorum.5" 5.62151733454921 3.74535751749707 1.39914298202751 0.405830960726819 "desertorum"
"desertorum.6" 5.12987531288318 3.42487155822927 0.964549556735965 0.206715199229982 "desertorum"
"desertorum.7" 5.15395782289902 4.04274581337322 1.56018652632862 0.248334283747816 "desertorum"
"desertorum.8" 4.91152946029225 3.65906184220674 1.29265766468244 0.289699017826182 "desertorum"
"desertorum.9" 5.02463203822425 3.51292192768884 1.27124881275185 0.195952792547805 "desertorum"
"desertorum.10" 4.46140327561761 2.67781262359256 1.73341919872472 0.473102843805242 "desertorum"
"desertorum.11" 5.11841851435221 3.87956090309093 1.92964202900117 0.0804070360465282 "desertorum"
"desertorum.12" 4.79834517382036 3.28170428534382 1.26336992922849 0.479157425706678 "desertorum"
"desertorum.13" 5.13576789765191 2.84278560815506 1.65895714887195 0.205242009726147 "desertorum"
"desertorum.14" 4.87184966057771 3.34385668198178 1.44401490114163 0.40332293922672 "desertorum"
"desertorum.15" 4.7494660042292 3.37513720852746 1.48908953510882 0.0142470612922743 "desertorum"
"desertorum.16" 4.92104204925875 3.86965834342261 1.69548436124164 0.356832831762486 "desertorum"
"desertorum.17" 4.86373678309501 2.94122993549877 1.5028183279003 0.347599547951755 "desertorum"
"desertorum.18" 5.43041028312432 3.19547888725296 1.29936333920215 0.098635255244446 "desertorum"
"desertorum.19" 5.08711806069487 4.04850256597139 1.37213760631565 0.156932708753669 "desertorum"
"desertorum.20" 5.17369364427997 3.99452396069669 1.59307268961727 0.268434202889518 "desertorum"
"desertorum.21" 4.52487309842973 3.91302650592877 1.01576305586019 0.378598147899305 "desertorum"
"desertorum.22" 5.58637563786519 4.12080697868984 1.6712249681217 0.157202183068257 "desertorum"
"desertorum.23" 5.06779408065141 3.51307496210985 1.16262669582773 0.220018384443814 "desertorum"
"desertorum.24" 4.67398659954246 3.18537149008421 1.46618949961771 0.428157055149426 "desertorum"
"desertorum.25" 5.12582933092671 3.65950388517295 1.42563564910405 0.115313231245587 "desertorum"
"desertorum.26" 5.34350092081196 3.86945663511274 1.70901557613652 0.355872209995576 "desertorum"
"desertorum.27" 4.46949488614725 4.43441461060798 1.49807595946381 0.298023070129289 "desertorum"
"desertorum.28" 5.66131980494568 2.60865973294203 1.48147347332191 0.117809392579382 "desertorum"
"desertorum.29" 4.94472538677771 3.54193131133736 1.59536516011754 0.16857798920699 "desertorum"
"desertorum.30" 5.44072125156207 3.70103022498746 1.30401508172715 0.336800778278465 "desertorum"
"desertorum.31" 5.03401850673961 3.40523395466754 1.42457736392458 0.274860410202898 "desertorum"
"desertorum.32" 4.87710681304568 2.77843360143521 1.6869544170441 0.411203304084938 "desertorum"
"desertorum.33" 4.29453056737309 3.73718422462731 1.59256423655896 0.176238706723071 "desertorum"
"desertorum.34" 4.5794207026682 3.10314399051747 1.21834135884885 0.0472494739954333 "desertorum"
"desertorum.35" 4.98997076767407 3.63892947689472 1.58386905757901 0.367468444036713 "desertorum"
"desertorum.36" 5.32699043315592 3.80642256635031 1.19883850830985 0.17544605723507 "desertorum"
"desertorum.37" 4.27640044773691 3.96337258953454 1.34770445015765 0.25995037308005 "desertorum"
"desertorum.38" 5.53931168821006 2.7784162767567 1.69332260060792 0.445278458193886 "desertorum"
"desertorum.39" 5.54844268229443 3.87905477032558 1.0319819484321 0.216970964258953 "desertorum"
"desertorum.40" 4.56269209162469 3.11236087346277 1.12215421439834 0.425630881600192 "desertorum"
"desertorum.41" 5.18912918518201 2.89051651103187 1.71060173720045 0.118815020495617 "desertorum"
"desertorum.42" 4.60521812069254 3.97603334741866 1.30634981170002 0.353289101805561 "desertorum"
"desertorum.43" 4.95745512854034 3.90595694494462 1.69958584442656 0.274609988441711 "desertorum"
"desertorum.44" 5.36607844217714 3.3268498593415 1.42985909750091 0.160590386795704 "desertorum"
"desertorum.45" 5.34268884789362 3.74470630047451 1.54371815729168 0.0976160539197256 "desertorum"
"desertorum.46" 4.67674218053319 3.06926928217119 1.61736098844858 0.254884851426168 "desertorum"
"desertorum.47" 4.85608610080625 3.36502424075032 1.33759873863276 0.275579757768267 "desertorum"
"desertorum.48" 4.62750364900905 3.38892014767725 1.40381387529425 0.278162785968299 "desertorum"
"desertorum.49" 5.13765420232271 3.31093959319532 1.3827038232509 0.308234577146608 "desertorum"
"desertorum.50" 4.40148629124113 3.73409774184518 1.99995769477896 0.192618602951394 "desertorum"
"borealis.1" 5.64551741186279 2.70101019643524 4.15654359382939 1.43431434219592 "borealis"
"borealis.2" 6.07053054653741 2.65021357614122 4.46046508923403 1.68143841708522 "borealis"
"borealis.3" 5.62849202565133 3.05791139645705 4.67037805128091 1.43029418389332 "borealis"
